Symbol  ,Series  ,Date  ,Prev Close  ,Open Price  ,High Price  ,Low Price  ,Last Price  ,Close Price  ,Average Price ,Total Traded Quantity  ,Turnover ₹  ,No. of Trades  ,Deliverable Qty  ,% Dly Qt to Traded Qty  
ASIANPAINT,EQ,20-Apr-23,"2,809.70","2,820.00","2,851.00","2,813.15","2,850.00","2,843.85","2,836.04","7,61,101","2,15,85,14,875.15","45,647","4,18,361",54.97
ASIANPAINT,EQ,21-Apr-23,"2,843.85","2,847.10","2,887.00","2,847.10","2,877.85","2,882.10","2,872.50","8,94,930","2,57,06,89,706.35","49,493","4,07,924",45.58
ASIANPAINT,EQ,24-Apr-23,"2,882.10","2,882.10","2,898.00","2,852.00","2,897.75","2,891.10","2,875.04","7,82,967","2,25,10,59,008.65","47,584","4,78,537",61.12
ASIANPAINT,EQ,25-Apr-23,"2,891.10","2,891.05","2,901.75","2,864.15","2,896.95","2,898.00","2,889.28","6,36,120","1,83,79,29,855.25","38,261","3,29,530",51.8
ASIANPAINT,EQ,26-Apr-23,"2,898.00","2,896.95","2,916.45","2,888.05","2,910.10","2,910.00","2,905.24","5,69,221","1,65,37,25,524.85","42,452","2,98,009",52.35
ASIANPAINT,EQ,27-Apr-23,"2,910.00","2,915.50","2,920.00","2,893.85","2,903.25","2,899.95","2,900.60","5,99,461","1,73,87,98,605.70","40,939","3,57,107",59.57
ASIANPAINT,EQ,28-Apr-23,"2,899.95","2,919.95","2,919.95","2,846.60","2,894.00","2,902.35","2,884.81","10,80,665","3,11,75,13,630.20","57,392","5,71,408",52.88
ASIANPAINT,EQ,02-May-23,"2,902.35","2,910.95","2,933.70","2,893.00","2,897.00","2,899.55","2,908.24","6,63,800","1,93,04,92,996.10","70,947","3,45,898",52.11
ASIANPAINT,EQ,03-May-23,"2,899.55","2,918.00","2,962.40","2,897.00","2,930.00","2,929.70","2,934.12","12,37,193","3,63,00,68,174.70","83,740","4,75,100",38.4
ASIANPAINT,EQ,04-May-23,"2,929.70","2,948.00","2,986.15","2,922.15","2,978.00","2,982.85","2,966.30","10,08,540","2,99,16,35,748.40","98,527","4,34,230",43.06
ASIANPAINT,EQ,05-May-23,"2,982.85","2,971.00","3,025.00","2,951.05","3,005.15","3,012.95","2,994.76","13,26,561","3,97,27,30,988.60","86,317","6,65,716",50.18
ASIANPAINT,EQ,08-May-23,"3,012.95","3,015.00","3,035.70","2,993.00","3,019.00","3,019.45","3,017.67","9,41,879","2,84,22,83,880.40","68,320","5,01,055",53.2
ASIANPAINT,EQ,09-May-23,"3,019.45","3,016.05","3,074.80","3,010.75","3,033.00","3,034.80","3,047.51","10,25,850","3,12,62,87,115.85","89,362","4,41,123",43
ASIANPAINT,EQ,10-May-23,"3,034.80","3,042.95","3,057.00","3,018.90","3,039.65","3,041.40","3,038.43","7,51,851","2,28,44,46,148.65","45,838","4,62,002",61.45
ASIANPAINT,EQ,11-May-23,"3,041.40","3,052.05","3,156.15","3,031.50","3,143.00","3,139.75","3,096.23","32,29,605","9,99,96,10,804.45","1,87,556","11,10,507",34.39
ASIANPAINT,EQ,12-May-23,"3,139.75","3,139.00","3,179.75","3,086.00","3,134.00","3,131.10","3,142.08","19,98,170","6,27,84,11,068.70","1,31,411","6,72,611",33.66
ASIANPAINT,EQ,15-May-23,"3,131.10","3,134.20","3,168.00","3,121.05","3,128.50","3,132.00","3,149.90","8,10,281","2,55,23,06,646.95","61,904","4,27,063",52.71
ASIANPAINT,EQ,16-May-23,"3,132.00","3,132.00","3,165.70","3,122.35","3,135.00","3,138.10","3,147.85","8,22,404","2,58,88,02,311.35","68,581","4,70,599",57.22
ASIANPAINT,EQ,17-May-23,"3,138.10","3,136.00","3,147.95","3,075.55","3,096.00","3,092.45","3,100.01","8,35,371","2,58,96,61,628.75","69,335","4,32,512",51.77
ASIANPAINT,EQ,18-May-23,"3,092.45","3,105.65","3,125.00","3,093.25","3,109.20","3,109.05","3,111.03","4,98,067","1,54,94,99,468.00","52,766","2,47,345",49.66
ASIANPAINT,EQ,19-May-23,"3,109.05","3,124.00","3,127.95","3,068.05","3,085.00","3,084.45","3,090.74","6,33,262","1,95,72,46,280.10","56,554","3,27,944",51.79
ASIANPAINT,EQ,22-May-23,"3,084.45","3,070.00","3,105.60","3,046.00","3,087.00","3,084.90","3,083.20","6,59,425","2,03,31,36,415.00","53,673","3,47,476",52.69
ASIANPAINT,EQ,23-May-23,"3,084.90","3,087.00","3,127.95","3,085.00","3,117.00","3,120.60","3,116.44","5,81,204","1,81,12,89,391.65","47,234","3,22,631",55.51
ASIANPAINT,EQ,24-May-23,"3,120.60","3,115.00","3,133.15","3,098.00","3,101.00","3,101.50","3,112.96","4,39,465","1,36,80,37,166.55","36,302","2,16,676",49.3
ASIANPAINT,EQ,25-May-23,"3,101.50","3,101.50","3,129.00","3,086.00","3,119.90","3,123.55","3,110.46","5,00,313","1,55,62,05,162.55","35,448","2,67,438",53.45
ASIANPAINT,EQ,26-May-23,"3,123.55","3,123.00","3,136.95","3,111.75","3,127.00","3,128.40","3,126.59","5,68,249","1,77,66,83,403.35","34,782","3,03,958",53.49
ASIANPAINT,EQ,29-May-23,"3,128.40","3,147.20","3,155.00","3,116.05","3,139.00","3,137.40","3,129.99","5,35,712","1,67,67,74,540.05","43,842","2,62,867",49.07
ASIANPAINT,EQ,30-May-23,"3,137.40","3,146.90","3,155.00","3,127.55","3,141.45","3,144.40","3,143.77","5,06,026","1,59,08,27,208.40","48,386","2,87,089",56.73
ASIANPAINT,EQ,31-May-23,"3,144.40","3,151.95","3,219.35","3,136.45","3,195.00","3,192.95","3,190.32","23,49,066","7,49,42,60,796.65","1,06,339","15,95,686",67.93
ASIANPAINT,EQ,01-Jun-23,"3,192.95","3,235.35","3,249.90","3,207.00","3,240.00","3,240.70","3,236.48","11,04,861","3,57,58,56,348.15","93,247","6,60,345",59.77
ASIANPAINT,EQ,02-Jun-23,"3,240.70","3,239.40","3,249.95","3,219.00","3,232.00","3,237.25","3,237.82","7,81,973","2,53,18,88,968.15","66,607","4,60,122",58.84
ASIANPAINT,EQ,05-Jun-23,"3,237.25","3,239.95","3,239.95","3,195.00","3,201.80","3,199.75","3,208.79","4,92,565","1,58,05,36,275.70","48,058","2,37,131",48.14
ASIANPAINT,EQ,06-Jun-23,"3,199.75","3,207.75","3,238.90","3,195.00","3,213.00","3,212.75","3,216.85","5,77,698","1,85,83,67,579.40","64,101","2,86,542",49.6
ASIANPAINT,EQ,07-Jun-23,"3,212.75","3,217.00","3,229.25","3,206.25","3,227.00","3,224.80","3,220.53","4,70,038","1,51,37,70,533.85","59,601","2,62,438",55.83
ASIANPAINT,EQ,08-Jun-23,"3,224.80","3,220.00","3,247.00","3,193.00","3,215.80","3,212.25","3,216.20","5,61,161","1,80,48,06,404.20","51,824","2,82,393",50.32
ASIANPAINT,EQ,09-Jun-23,"3,212.25","3,209.80","3,238.90","3,168.55","3,178.90","3,180.55","3,198.83","12,39,045","3,96,34,89,132.60","67,292","8,54,506",68.96
ASIANPAINT,EQ,12-Jun-23,"3,180.55","3,185.20","3,202.35","3,151.15","3,197.40","3,194.75","3,180.24","10,29,156","3,27,29,62,229.95","49,670","7,26,442",70.59
ASIANPAINT,EQ,13-Jun-23,"3,194.75","3,210.00","3,272.00","3,205.15","3,256.10","3,262.85","3,256.54","15,98,821","5,20,66,21,879.85","1,07,400","7,25,530",45.38
ASIANPAINT,EQ,14-Jun-23,"3,262.85","3,265.00","3,289.90","3,253.00","3,270.75","3,270.20","3,270.11","7,41,615","2,42,51,63,503.10","81,023","4,21,829",56.88
ASIANPAINT,EQ,15-Jun-23,"3,270.20","3,276.00","3,304.00","3,273.35","3,291.00","3,294.35","3,291.01","8,06,994","2,65,58,28,012.60","92,700","5,16,006",63.94
ASIANPAINT,EQ,16-Jun-23,"3,294.35","3,291.75","3,322.00","3,286.55","3,318.15","3,316.85","3,307.13","9,84,671","3,25,64,30,329.95","62,695","6,49,026",65.91
ASIANPAINT,EQ,19-Jun-23,"3,316.85","3,318.85","3,344.95","3,303.25","3,311.20","3,309.70","3,318.54","5,16,915","1,71,54,04,356.00","45,543","2,69,725",52.18
ASIANPAINT,EQ,20-Jun-23,"3,309.70","3,315.00","3,326.85","3,277.10","3,312.70","3,318.70","3,300.28","8,66,290","2,85,90,01,340.75","78,457","5,71,251",65.94
ASIANPAINT,EQ,21-Jun-23,"3,318.70","3,318.70","3,333.00","3,300.00","3,322.00","3,316.10","3,311.91","7,42,456","2,45,89,44,685.45","73,902","5,04,101",67.9
ASIANPAINT,EQ,22-Jun-23,"3,316.10","3,325.00","3,326.85","3,242.45","3,250.00","3,248.05","3,280.90","8,71,640","2,85,97,61,132.55","54,536","5,41,634",62.14
ASIANPAINT,EQ,23-Jun-23,"3,248.05","3,265.00","3,304.15","3,253.05","3,297.00","3,297.70","3,286.45","12,60,659","4,14,30,86,640.40","83,744","4,89,849",38.86
ASIANPAINT,EQ,26-Jun-23,"3,297.70","3,295.00","3,315.35","3,271.40","3,305.75","3,308.15","3,301.90","5,92,801","1,95,73,68,597.40","62,556","3,92,060",66.14
ASIANPAINT,EQ,27-Jun-23,"3,308.15","3,275.00","3,344.50","3,273.35","3,325.00","3,326.00","3,325.11","9,14,141","3,03,96,19,506.95","80,459","6,55,553",71.71
ASIANPAINT,EQ,28-Jun-23,"3,326.00","3,331.00","3,355.25","3,323.50","3,350.00","3,348.25","3,343.88","7,13,110","2,38,45,55,468.75","71,197","4,28,299",60.06
ASIANPAINT,EQ,30-Jun-23,"3,348.25","3,353.00","3,449.60","3,343.75","3,360.00","3,362.05","3,385.19","14,36,363","4,86,23,64,021.00","1,04,536","7,13,252",49.66
ASIANPAINT,EQ,03-Jul-23,"3,362.05","3,365.00","3,379.95","3,337.20","3,354.00","3,358.70","3,356.07","4,74,224","1,59,15,30,172.70","61,821","2,32,433",49.01
ASIANPAINT,EQ,04-Jul-23,"3,358.70","3,358.70","3,387.00","3,331.00","3,344.00","3,347.70","3,348.60","4,73,663","1,58,61,06,938.75","55,647","2,18,057",46.04
ASIANPAINT,EQ,05-Jul-23,"3,347.70","3,351.35","3,400.00","3,340.75","3,377.00","3,374.40","3,375.15","6,32,406","2,13,44,62,655.95","53,145","3,32,505",52.58
ASIANPAINT,EQ,06-Jul-23,"3,374.40","3,410.00","3,410.00","3,367.80","3,390.00","3,399.40","3,390.45","6,93,995","2,35,29,56,419.75","79,906","4,15,242",59.83
ASIANPAINT,EQ,07-Jul-23,"3,399.40","3,385.00","3,414.00","3,337.15","3,346.75","3,343.70","3,370.36","6,20,761","2,09,21,90,416.25","68,126","3,51,741",56.66
ASIANPAINT,EQ,10-Jul-23,"3,343.70","3,345.00","3,372.05","3,293.95","3,336.65","3,343.15","3,332.34","5,48,838","1,82,89,13,902.55","58,406","2,77,092",50.49
ASIANPAINT,EQ,11-Jul-23,"3,343.15","3,349.95","3,399.95","3,345.00","3,388.10","3,392.55","3,383.36","7,72,158","2,61,24,85,104.70","69,821","4,60,980",59.7
ASIANPAINT,EQ,12-Jul-23,"3,392.55","3,408.00","3,414.40","3,362.25","3,403.00","3,406.75","3,393.64","10,25,127","3,47,89,16,060.60","85,655","5,75,586",56.15
ASIANPAINT,EQ,13-Jul-23,"3,406.75","3,425.00","3,425.00","3,384.35","3,401.00","3,398.55","3,399.81","7,50,126","2,55,02,82,726.25","65,376","3,75,702",50.09
ASIANPAINT,EQ,14-Jul-23,"3,398.55","3,398.55","3,439.00","3,387.00","3,425.00","3,429.75","3,412.09","8,32,843","2,84,17,34,117.75","77,445","4,30,405",51.68
ASIANPAINT,EQ,17-Jul-23,"3,429.75","3,429.75","3,473.00","3,425.00","3,458.15","3,460.40","3,449.54","8,17,694","2,82,06,64,301.15","73,239","3,50,985",42.92
ASIANPAINT,EQ,18-Jul-23,"3,460.40","3,460.00","3,523.00","3,455.60","3,514.45","3,513.45","3,495.91","9,62,485","3,36,47,63,490.45","89,846","5,00,592",52.01
ASIANPAINT,EQ,19-Jul-23,"3,513.45","3,520.00","3,530.00","3,482.50","3,515.00","3,514.65","3,503.97","6,20,289","2,17,34,75,302.15","60,461","3,55,344",57.29
ASIANPAINT,EQ,20-Jul-23,"3,514.65","3,510.05","3,535.00","3,494.95","3,520.20","3,526.00","3,520.14","5,89,848","2,07,63,47,154.20","58,248","3,37,709",57.25
ASIANPAINT,EQ,21-Jul-23,"3,526.00","3,535.95","3,537.95","3,505.00","3,516.00","3,517.70","3,517.09","8,57,975","3,01,75,74,294.10","75,871","6,01,862",70.15
ASIANPAINT,EQ,24-Jul-23,"3,517.70","3,506.00","3,568.00","3,498.50","3,544.65","3,543.70","3,533.43","6,80,246","2,40,36,00,498.55","58,792","3,33,553",49.03
ASIANPAINT,EQ,25-Jul-23,"3,543.70","3,547.90","3,547.90","3,350.00","3,395.00","3,400.40","3,427.15","25,55,630","8,75,85,36,304.05","1,85,812","8,50,368",33.27
ASIANPAINT,EQ,26-Jul-23,"3,400.40","3,399.85","3,413.00","3,365.00","3,365.00","3,373.00","3,389.23","9,59,076","3,25,05,25,166.00","1,00,287","3,84,484",40.09
ASIANPAINT,EQ,27-Jul-23,"3,373.00","3,390.00","3,414.00","3,351.00","3,383.00","3,369.40","3,376.86","8,74,078","2,95,16,40,474.15","72,854","4,42,865",50.67
ASIANPAINT,EQ,28-Jul-23,"3,369.40","3,375.00","3,399.00","3,364.50","3,394.40","3,390.70","3,382.56","5,53,750","1,87,30,90,673.90","55,598","2,95,501",53.36
ASIANPAINT,EQ,31-Jul-23,"3,390.70","3,323.20","3,388.00","3,323.15","3,375.15","3,377.35","3,361.70","9,33,890","3,13,94,57,052.95","92,632","5,23,883",56.1
ASIANPAINT,EQ,01-Aug-23,"3,377.35","3,372.00","3,385.00","3,338.00","3,344.00","3,342.95","3,349.67","6,98,667","2,34,03,01,028.75","58,927","4,44,277",63.59
ASIANPAINT,EQ,02-Aug-23,"3,342.95","3,341.20","3,371.95","3,330.65","3,361.00","3,362.90","3,352.75","8,57,218","2,87,40,41,420.05","63,102","4,50,689",52.58
ASIANPAINT,EQ,03-Aug-23,"3,362.90","3,370.00","3,379.95","3,317.95","3,335.00","3,336.35","3,339.06","7,11,067","2,37,42,97,846.85","56,957","3,74,319",52.64
ASIANPAINT,EQ,04-Aug-23,"3,336.35","3,338.15","3,373.30","3,323.00","3,337.60","3,339.65","3,345.05","5,19,248","1,73,69,08,553.35","49,270","2,80,679",54.05
ASIANPAINT,EQ,07-Aug-23,"3,339.65","3,316.05","3,350.00","3,316.00","3,344.00","3,343.00","3,337.51","3,60,358","1,20,26,97,904.20","40,014","1,67,760",46.55
ASIANPAINT,EQ,08-Aug-23,"3,343.00","3,343.00","3,359.95","3,332.65","3,342.00","3,348.05","3,346.67","5,00,258","1,67,42,00,655.65","67,902","3,13,403",62.65
ASIANPAINT,EQ,09-Aug-23,"3,348.05","3,332.55","3,356.95","3,303.00","3,325.20","3,331.00","3,325.96","6,43,222","2,13,93,29,392.45","68,048","3,87,913",60.31
ASIANPAINT,EQ,10-Aug-23,"3,331.00","3,310.00","3,320.00","3,230.00","3,231.00","3,237.90","3,253.22","12,53,219","4,07,69,99,776.80","1,24,013","5,44,200",43.42
ASIANPAINT,EQ,11-Aug-23,"3,237.90","3,237.90","3,248.95","3,180.00","3,184.95","3,185.35","3,199.90","9,19,023","2,94,07,80,182.80","94,902","5,34,607",58.17
ASIANPAINT,EQ,14-Aug-23,"3,185.35","3,185.35","3,209.90","3,152.25","3,198.00","3,202.60","3,185.32","8,15,534","2,59,77,34,022.95","1,06,204","4,99,124",61.2
ASIANPAINT,EQ,16-Aug-23,"3,202.60","3,194.90","3,208.85","3,176.90","3,188.40","3,194.05","3,190.21","5,97,686","1,90,67,46,025.95","54,808","3,07,107",51.38
ASIANPAINT,EQ,17-Aug-23,"3,194.05","3,223.90","3,224.00","3,162.00","3,177.55","3,183.25","3,181.16","8,73,392","2,77,84,00,870.70","1,02,774","5,20,073",59.55
ASIANPAINT,EQ,18-Aug-23,"3,183.25","3,174.90","3,185.50","3,155.00","3,160.00","3,163.55","3,168.75","5,92,652","1,87,79,66,411.85","59,612","3,17,465",53.57
ASIANPAINT,EQ,21-Aug-23,"3,163.55","3,159.90","3,187.50","3,152.15","3,184.00","3,182.30","3,172.66","3,53,330","1,12,09,95,437.05","45,808","1,70,913",48.37
ASIANPAINT,EQ,22-Aug-23,"3,182.30","3,198.60","3,198.60","3,171.00","3,178.00","3,179.70","3,182.59","3,77,068","1,20,00,52,464.85","51,650","2,01,164",53.35
ASIANPAINT,EQ,23-Aug-23,"3,179.70","3,186.00","3,196.00","3,165.25","3,167.75","3,168.80","3,177.50","3,70,811","1,17,82,52,480.10","39,159","1,81,945",49.07
ASIANPAINT,EQ,24-Aug-23,"3,168.80","3,185.00","3,232.90","3,170.90","3,225.20","3,225.60","3,214.61","11,67,742","3,75,38,35,820.55","76,847","6,85,105",58.67
ASIANPAINT,EQ,25-Aug-23,"3,225.60","3,224.90","3,265.00","3,216.20","3,255.85","3,259.30","3,245.82","13,63,431","4,42,54,45,993.35","99,869","7,63,108",55.97
ASIANPAINT,EQ,28-Aug-23,"3,259.30","3,264.95","3,272.00","3,231.05","3,264.45","3,259.70","3,258.59","7,07,315","2,30,48,52,064.95","56,536","4,11,008",58.11
ASIANPAINT,EQ,29-Aug-23,"3,259.70","3,261.00","3,289.00","3,255.05","3,288.00","3,285.70","3,278.37","5,33,163","1,74,79,07,929.95","48,076","2,89,654",54.33
ASIANPAINT,EQ,30-Aug-23,"3,285.70","3,301.30","3,302.85","3,276.40","3,284.00","3,294.70","3,289.66","5,99,080","1,97,07,71,024.45","50,537","3,69,376",61.66
ASIANPAINT,EQ,31-Aug-23,"3,294.70","3,300.05","3,302.00","3,220.00","3,255.00","3,256.10","3,264.35","16,01,967","5,22,93,84,859.80","80,059","9,47,551",59.15
ASIANPAINT,EQ,01-Sep-23,"3,256.10","3,241.10","3,264.20","3,217.10","3,260.95","3,259.55","3,244.70","6,50,131","2,10,94,82,776.80","52,522","3,60,766",55.49
ASIANPAINT,EQ,04-Sep-23,"3,259.55","3,259.55","3,266.25","3,216.10","3,245.50","3,235.55","3,232.96","6,96,213","2,25,08,28,100.20","51,379","3,99,118",57.33
ASIANPAINT,EQ,05-Sep-23,"3,235.55","3,245.00","3,248.85","3,220.00","3,222.00","3,223.30","3,232.74","5,97,022","1,93,00,16,980.20","50,270","3,14,302",52.64
ASIANPAINT,EQ,06-Sep-23,"3,223.30","3,209.00","3,230.00","3,195.00","3,223.00","3,225.30","3,215.62","7,54,106","2,42,49,21,818.85","64,778","4,20,113",55.71
ASIANPAINT,EQ,07-Sep-23,"3,225.30","3,225.30","3,253.75","3,201.25","3,246.00","3,246.35","3,230.65","9,23,108","2,98,22,38,499.50","64,965","4,22,246",45.74
ASIANPAINT,EQ,08-Sep-23,"3,246.35","3,250.55","3,263.05","3,232.00","3,236.95","3,238.05","3,247.55","3,95,918","1,28,57,64,146.05","33,798","2,05,978",52.03
ASIANPAINT,EQ,11-Sep-23,"3,238.05","3,242.00","3,265.00","3,242.00","3,260.00","3,259.40","3,253.70","3,59,345","1,16,92,00,507.25","45,263","2,09,669",58.35
ASIANPAINT,EQ,12-Sep-23,"3,259.40","3,260.00","3,279.80","3,243.00","3,260.00","3,256.85","3,262.63","5,54,905","1,81,04,48,074.40","60,638","2,81,233",50.68
ASIANPAINT,EQ,13-Sep-23,"3,256.85","3,245.00","3,284.65","3,225.30","3,269.15","3,277.75","3,258.31","8,80,907","2,87,02,66,444.40","59,755","5,51,472",62.6
ASIANPAINT,EQ,14-Sep-23,"3,277.75","3,282.00","3,294.20","3,223.25","3,240.00","3,240.25","3,245.86","11,02,554","3,57,87,36,751.10","1,13,167","4,87,518",44.22
ASIANPAINT,EQ,15-Sep-23,"3,240.25","3,235.00","3,240.00","3,185.00","3,200.00","3,196.65","3,198.14","15,68,607","5,01,66,26,619.75","1,13,418","8,95,772",57.11
ASIANPAINT,EQ,18-Sep-23,"3,196.65","3,200.00","3,229.90","3,190.00","3,208.00","3,206.30","3,217.20","6,73,602","2,16,71,15,317.10","51,286","3,90,489",57.97
ASIANPAINT,EQ,20-Sep-23,"3,206.30","3,206.30","3,228.00","3,195.00","3,224.50","3,214.35","3,205.78","9,01,084","2,88,86,75,679.80","80,782","5,35,659",59.45
ASIANPAINT,EQ,21-Sep-23,"3,214.35","3,210.00","3,261.20","3,180.55","3,248.00","3,244.20","3,215.04","8,45,739","2,71,90,86,597.95","91,780","3,42,973",40.55
ASIANPAINT,EQ,22-Sep-23,"3,244.20","3,234.95","3,283.60","3,221.15","3,280.50","3,274.85","3,262.19","8,96,521","2,92,46,21,657.00","79,565","5,08,400",56.71
ASIANPAINT,EQ,25-Sep-23,"3,274.85","3,272.30","3,334.80","3,271.15","3,321.15","3,323.25","3,315.09","14,22,084","4,71,43,36,174.20","1,04,864","7,38,384",51.92
ASIANPAINT,EQ,26-Sep-23,"3,323.25","3,323.00","3,324.90","3,260.35","3,292.00","3,292.80","3,286.83","8,34,560","2,74,30,60,927.40","84,109","4,65,992",55.84
ASIANPAINT,EQ,27-Sep-23,"3,292.80","3,288.00","3,309.00","3,271.70","3,307.60","3,301.80","3,294.21","5,16,326","1,70,08,84,872.25","55,381","3,14,305",60.87
ASIANPAINT,EQ,28-Sep-23,"3,301.80","3,281.80","3,289.00","3,155.00","3,180.00","3,170.35","3,196.13","21,04,381","6,72,58,74,126.15","1,59,596","8,94,379",42.5
ASIANPAINT,EQ,29-Sep-23,"3,170.35","3,195.00","3,195.00","3,134.00","3,166.00","3,161.05","3,160.04","15,50,585","4,89,99,13,073.05","1,04,346","9,32,670",60.15
ASIANPAINT,EQ,03-Oct-23,"3,161.05","3,166.10","3,227.80","3,162.00","3,167.50","3,166.85","3,188.43","12,19,145","3,88,71,55,363.70","90,310","5,10,241",41.85
ASIANPAINT,EQ,04-Oct-23,"3,166.85","3,164.95","3,189.00","3,151.35","3,169.10","3,169.90","3,171.84","8,92,584","2,83,11,32,462.65","80,714","5,04,035",56.47
ASIANPAINT,EQ,05-Oct-23,"3,169.90","3,210.00","3,232.10","3,174.30","3,202.00","3,206.25","3,200.15","10,02,610","3,20,85,06,367.00","83,570","4,00,238",39.92
